id,name,id_insumo,um_insumo,cantidad,costo_unitario
3000074,SANGRIA ADICIONAL MANA ATINA,498.0,LT,0.044,10.4
3000074,SANGRIA ADICIONAL MANA ATINA,521.0,LT,0.033,15.5
3000075,PISCO SOUR JARRA,20.0,KG,0.13,2.62
3000075,PISCO SOUR JARRA,58.0,KG,0.2,1.8
3000075,PISCO SOUR JARRA,60.0,UNID,1.0,0.41
3000075,PISCO SOUR JARRA,158.0,KG,0.12,6.38
3000075,PISCO SOUR JARRA,458.0,LT,0.04463,10.0
3000077,CORTE CLÁSICO + GASEOSA *500 ML,781.0,UNID,1.0,2.61
3000080,6 EMPANADAS + 3 CORONA,249.0,UNID,2.0,2.69397
3000080,6 EMPANADAS + 3 CORONA,478.0,UNID,3.0,3.92
3000081,6 EMPANADAS + 3 PILSEN 355 ML,249.0,UNID,2.0,2.69397
3000081,6 EMPANADAS + 3 PILSEN 355 ML,519.0,UNID,3.0,3.47
4000000,SALSA ALFREDO,576.0,KG,0.06,39.65
4000003,ASADO DE TIRA C/ HUESO,547.0,UNID,1.0,10.16
4000004,ASADO DE TIRA S/ HUESO,548.0,UNID,1.0,10.3
4000005,BIFE ANCHO *,550.0,UNID,1.0,13.58
4000006,BIFE ANGOSTO *,551.0,UNID,1.0,13.33
4000007,PICAÑA *,612.0,UNID,1.0,14.0775173
4000009,OJO DE CUADRIL *,590.0,UNID,1.0,13.07
4000010,CHULETA DE CERDO 200 GR,563.0,UNID,1.0,3.69
4000011,CHULETA DE RES 200 GR,564.0,UNID,1.0,6.53
4000012,FILETE DE POLLO 200 GR,600.0,UNID,1.0,3.1223346
4000015,SALSA BBQ,14.0,KG,0.01,15.0
4000015,SALSA BBQ,237.0,LT,0.05,18.25868
4000016,SALSA HONEY MUSTARD,240.0,LT,0.05,20.9815
4000017,SALSA MIEL Y AJONJOLÍ,14.0,KG,0.002,15.0
4000017,SALSA MIEL Y AJONJOLÍ,75.0,LT,0.1,29.09
4000018,SALSA MARACUYÁ,132.0,KG,0.005,4.24
4000018,SALSA MARACUYÁ,239.0,LT,0.05,7.83832
4000019,SALSA BÚFFALO,135.0,KG,0.005,4.22
4000019,SALSA BÚFFALO,175.0,KG,0.01,10.29
4000019,SALSA BÚFFALO,238.0,LT,0.05,22.5599468
4000028,EL CLÁSICO,58.0,KG,0.1,1.8
4000028,EL CLÁSICO,158.0,KG,0.03,6.38
4000028,EL CLÁSICO,497.0,LT,0.02957,10.4
4000029,DE FINAS HIERBAS,58.0,KG,0.1,1.8
4000029,DE FINAS HIERBAS,158.0,KG,0.03,6.38
4000029,DE FINAS HIERBAS,242.0,LT,0.04436,3.813238
4000030,DE ARÁNDANOS,58.0,KG,0.1,1.8
4000030,DE ARÁNDANOS,158.0,KG,0.03,6.38
4000030,DE ARÁNDANOS,241.0,LT,0.04436,4.80745
4000031,DE MARACUYÁ,58.0,KG,0.1,1.8
4000031,DE MARACUYÁ,158.0,KG,0.03,6.38
4000031,DE MARACUYÁ,244.0,LT,0.04436,8.825094
4000031,DE MARACUYÁ,497.0,LT,0.02957,10.4
4000032,DE FRESA,58.0,KG,0.1,1.8
4000032,DE FRESA,158.0,KG,0.03,6.38
4000032,DE FRESA,243.0,LT,0.04436,4.4245969
4000033,Inca kola 296 ml*,494.0,UNID,1.0,1.25
4000034,Coca cola 296 ml*,474.0,UNID,1.0,1.25
4000035,COCIDO,60.0,UNID,1.0,0.41
4000036,INGLESA,60.0,UNID,1.0,0.41
4000037,FRESA,55.0,LT,0.06,9.78
4000038,VAINILLA,56.0,LT,0.06,5.38
4000039,CHOCOLATE,54.0,LT,0.06,8.28
4000040,CUSQUEÑA NEGRA - 330 ML*,486.0,UNID,1.0,1.91
4000041,CUSQUEÑA TRIGO - 330 ML *,482.0,UNID,1.0,3.25
4000042,CUSQUEÑA DORADA - 330 ML *,484.0,UNID,1.0,3.6
4000043,PILSEN - 355 ML*,519.0,UNID,1.0,3.47
4000044,SANTIAGO QUEIROLO BORGOÑA*,542.0,UNID,1.0,13.0
4000045,SANTIAGO QUEIROLO ROSÉ*,541.0,UNID,1.0,12.83
4000046,SANTIAGO QUEIROLO MAGDALENA*,540.0,UNID,1.0,13.0
4000047,FILETE DE POLLO 300 GR*,601.0,UNID,1.0,4.6518346
4000048,COSTILLA DE CERDO*,558.0,UNID,1.0,7.392
4000049,ANTICUCHO CLASICO,618.0,UNID,1.0,3.919054
4000050,ANTICUCHO VIKINGO,614.0,UNID,1.0,3.9533716
4000051,SALSA TERIYAKI,13.0,KG,0.01,13.0
4000051,SALSA TERIYAKI,255.0,LT,0.05,7.72377
4000052,SALSA ACEVICHADA,158.0,KG,0.002,6.38
4000052,SALSA ACEVICHADA,256.0,LT,0.05,13.9620346
4000053,EMPANADA ARGENTINA,249.0,UNID,0.333,2.69397
4000054,DE CERDO,249.0,UNID,0.333,2.69397
4000055,DE CARNE,249.0,UNID,0.333,2.69397
4000056,Chuleta de res *300 gr,565.0,UNID,1.0,9.54
4000057,Chuleta de cerdo *300 gr,562.0,UNID,1.0,5.23
4000058,Pavita *300 gr,591.0,UNID,1.0,9.22
4000059,COPA DE VINO*,532.0,LT,0.15,12.99
4000060,PORC DE TORTA,679.0,UNID,1.0,6.8125
4000061,T-BONE,622.0,UNID,1.0,14.47
4000065,Inca kola 500 ml*,495.0,UNID,1.0,2.62
4000066,Coca cola 500 ml*,476.0,UNID,1.0,2.63
4000067,Inca kola *1 lt,496.0,UNID,1.0,3.49
4000068,Coca cola *1 lt,472.0,UNID,1.0,3.49
4000069,PAPA FRITA*,182.0,KG,0.99,1.85
4000070,PAPA GRILL*,571.0,KG,0.6,2.98
4000071,PAPA - FRITA,182.0,KG,0.525,1.85
4000072,PAPA - GRILL,571.0,KG,0.3,2.98
ALM-000004,VINAGRETA,20.0,KG,0.07,2.62
ALM-000004,VINAGRETA,72.0,LT,0.6,10.54
ALM-000004,VINAGRETA,76.0,KG,0.018,5.38
ALM-000004,VINAGRETA,79.0,KG,0.003,30.0
ALM-000004,VINAGRETA,91.0,KG,0.001,43.0
ALM-000004,VINAGRETA,100.0,KG,0.01,1.4
ALM-000004,VINAGRETA,116.0,LT,0.18,3.78
ALM-000005,AJI VIKINGO,8.0,LT,0.3,6.94
ALM-000005,AJI VIKINGO,10.0,KG,0.025,14.5
ALM-000005,AJI VIKINGO,60.0,UNID,1.0,0.41
ALM-000005,AJI VIKINGO,100.0,KG,0.04,1.4
ALM-000005,AJI VIKINGO,123.0,KG,0.012,10.06
ALM-000005,AJI VIKINGO,158.0,KG,0.06,6.38
ALM-000005,AJI VIKINGO,175.0,KG,0.17,10.29
ALM-000005,AJI VIKINGO,177.0,KG,0.5,3.27
ALM-000005,AJI VIKINGO,571.0,KG,0.14,2.98
ALM-000006,SALSA VIKINGA PICANTE,8.0,LT,0.015,6.94
ALM-000006,SALSA VIKINGA PICANTE,123.0,KG,0.01,10.06
ALM-000006,SALSA VIKINGA PICANTE,136.0,KG,0.2,2.85
ALM-000006,SALSA VIKINGA PICANTE,465.0,LT,0.1,0.65
ALM-000007,BASE HUANCAÍNA,8.0,LT,0.06,6.94
ALM-000007,BASE HUANCAÍNA,120.0,KG,1.0,6.53
ALM-000007,BASE HUANCAÍNA,123.0,KG,0.01,10.06
ALM-000007,BASE HUANCAÍNA,136.0,KG,0.2,2.85
ALM-000008,BASE PESTO,123.0,KG,0.01,10.06
ALM-000008,BASE PESTO,125.0,KG,0.6,5.08
ALM-000008,BASE PESTO,136.0,KG,0.2,2.85
ALM-000008,BASE PESTO,143.0,KG,0.4,5.19
ALM-000008,BASE PESTO,465.0,LT,0.1,0.65
ALM-000009,ARROZ BLANCO,18.0,KG,1.0,4.36
ALM-000009,ARROZ BLANCO,92.0,KG,0.001,46.0
ALM-000009,ARROZ BLANCO,100.0,KG,0.1,1.4
ALM-000009,ARROZ BLANCO,123.0,KG,0.015,10.06
ALM-000010,BASE LOMO SALTADO,11.0,LT,0.2,6.72
ALM-000010,BASE LOMO SALTADO,101.0,KG,0.2,12.86
ALM-000010,BASE LOMO SALTADO,116.0,LT,0.1,3.78
ALM-000010,BASE LOMO SALTADO,465.0,LT,0.5,0.65
INF-0001,FILTRANTE BOLDO *,40.0,UNID,1.0,0.088
INF-0002,FILTRANTRE ANIS *,41.0,UNID,1.0,0.08
INF-0003,FILTRANTE MANZANILLA *,43.0,UNID,1.0,0.08
INF-0004,FILTRANTE COCA *,45.0,UNID,1.0,0.0905
INF-0005,FILTRANTE CANELA CLAVO *,46.0,UNID,1.0,0.0788
MARK-0001,2 PIQUEOS + GASEOSA 1LT,182.0,KG,1.125,1.85
MARK-0001,2 PIQUEOS + GASEOSA 1LT,472.0,UNID,1.0,3.49
MARK-0001,2 PIQUEOS + GASEOSA 1LT,560.0,UNID,2.0,8.832508
MARK-0001,2 PIQUEOS + GASEOSA 1LT,561.0,UNID,1.0,1.32
MARK-0001,2 PIQUEOS + GASEOSA 1LT,621.0,KG,0.1,23.0
