fecha,estimación ajustada
2025-10-27,42.31916046142578
2025-10-28,40.61924743652344
2025-10-29,40.918846130371094
2025-10-30,70.71809387207031
2025-10-31,93.78338623046875
2025-11-01,82.29792785644531
2025-11-02,89.16778564453125
2025-11-03,55.440589904785156
2025-11-04,48.73868179321289
2025-11-05,53.80177307128906
2025-11-06,59.36171340942383
2025-11-07,74.9883804321289
2025-11-08,84.59126281738281
2025-11-09,75.408935546875
